text 1,text 2,label
"In the absence of Sema5A/5B-PlexA1/A3 signaling, some CS axons are prematurely defasciculated in the medulla of the brainstem, and those defasciculated CS axons aberrantly transverse in the spinal gray matter instead of the spinal dorsal funiculus. In the absence of Sema5A/Sema5B-PlexA1/A3 signaling, CS axons, which would normally innervate the lumbar spinal cord, are unbundled in the spinal gray matter, and prematurely innervate the cervical gray matter with reduced innervation of the lumbar gray matter. In both Sema5A/5B and PlexA1/A3 mutant mice (both sexes), stimulation of the hindlimb motor cortex aberrantly evokes robust forelimb muscle activation. Finally, Sema5A/5B and PlexA1/A3 mutant mice show deficits in skilled movements. These results suggest that proper fasciculation of CS axons is required for appropriate neural circuit wiring and ultimately affect the ability to perform skilled movements.","In the absence of Sema5A/5B-PlexA1/A3 signaling, some CS axons are prematurely defasciculated in the medulla of the brainstem, and those defasciculated CS axons aberrantly transverse in the spinal gray matter instead of the spinal dorsal funiculus. In the absence of CRMP-2 modulation, CS axons, which would normally innervate the lumbar spinal cord, are unbundled in the spinal gray matter, and prematurely innervate the cervical gray matter with reduced innervation of the lumbar gray matter. In both Sema5A/5B and PlexA1/A3 mutant mice (both sexes), stimulation of the hindlimb motor cortex aberrantly evokes robust forelimb muscle activation. Finally, Sema5A/5B and PlexA1/A3 mutant mice show deficits in skilled movements. These results suggest that proper fasciculation of CS axons is required for appropriate neural circuit wiring and ultimately affect the ability to perform skilled movements.",text 1
"We observed size and redox asymmetry of mitochondrial traffic in axons, suggesting an active QC mechanism in this compartment. We also document biochemical complementation upon the fusion and fission of axonal mitochondria. Eliminating fusion by knocking down the neuronal mitochondrial fusion protein mitofusin 2 (MFN2) reduced the rates of axonal mitochondrial trafficking and fusion, decreased the levels of synaptic vesicle (SV) proteins, inhibited exocytosis, and impaired SV recruitment from the reserve pool during extended stimulation. MFN2 knockdown also resulted in presynaptic Ca2+ dyshomeostasis. Remarkably, upon MFN2 knockdown, presynaptic mitochondria sequestered Ca2+ more efficiently, effectively limiting presynaptic Ca2+ transients during stimulation. These results support an active mitochondrial trafficking and fusion-related QC process that supports presynaptic Ca2+ handling and the SV cycle.","We observed size and redox asymmetry of mitochondrial traffic in axons, suggesting an active QC mechanism in this compartment. We also document biochemical complementation upon the fusion and fission of axonal mitochondria. Eliminating fusion by knocking down the neuronal mitochondrial fusion protein mitofusin 2 (MFN2) reduced the rates of axonal mitochondrial trafficking and fusion, decreased the levels of synaptic vesicle (SV) proteins, inhibited exocytosis, and impaired SV recruitment from the reserve pool during extended stimulation. Interestingly, ambient temperature variation resulted in presynaptic Ca2+ dyshomeostasis. Remarkably, upon MFN2 knockdown, presynaptic mitochondria sequestered Ca2+ more efficiently, effectively limiting presynaptic Ca2+ transients during stimulation. These results support an active mitochondrial trafficking and fusion-related QC process that supports presynaptic Ca2+ handling and the SV cycle.",text 1
"Inhibition of ELS-activated medial prefrontal cortex neurons, but not control-tagged neurons, ameliorated social avoidance behavior following chronic social defeat stress in males. These data provide evidence that ELS-induced stress hypersensitivity is encoded at the level of corticolimbic neuronal ensembles.","Inhibition of ELS-activated NAc neurons, but not control-tagged neurons, ameliorated social avoidance behavior following chronic social defeat stress in males. These data provide evidence that ELS-induced stress hypersensitivity is encoded at the level of corticolimbic neuronal ensembles.",text 2
"The majority of transcleft structures connect to material in both pre- and postsynaptic compartments. We found several instances of assemblies connecting to both synaptic vesicles and postsynaptic density scaffolding. Each excitatory synaptic vesicle within 30 nm of the active zone contacts one or more assembly. Further, extracellular neurotransmitter concentrations were often shared between assemblies, entangling them to form larger complexes or association domains, often in small clusters of vesicles. Our findings suggest that transsynaptic assemblies physically connect the three compartments, allow for coordinated molecular organization, and may combine to form specialized functional association domains, resembling the light-level nanocolumns.","The majority of transcleft structures connect to material in both pre- and postsynaptic compartments. We found several instances of assemblies connecting to both synaptic vesicles and postsynaptic density scaffolding. Each excitatory synaptic vesicle within 30 nm of the active zone contacts one or more assembly. Further, intracellular structures were often shared between assemblies, entangling them to form larger complexes or association domains, often in small clusters of vesicles. Our findings suggest that transsynaptic assemblies physically connect the three compartments, allow for coordinated molecular organization, and may combine to form specialized functional association domains, resembling the light-level nanocolumns.",text 2
"We found that paraventricular thalamus (PVT) neurons are robustly activated by acute restraining stress. Elevated PVT activity during probabilistic fear memory expression increases spiking in the dmPFC somatostatin neurons which in turn suppresses spiking of dmPFC parvalbumin (PV) neurons, and reverts the usual low fear responses associated with probabilistic fear memory to high fear. This dynamic and reversible modulation allows the original memory to be preserved and modulated during memory expression. In contrast, elevated PVT activity during fear conditioning impairs synaptic modifications in the dmPFC PV-neurons and abolishes the formation of probabilistic fear memory. Thus, PVT functions as a stress sensor to modulate the formation and expression of aversive memory by tuning inhibitory functions in the prefrontal circuitry.","We found that paraventricular thalamus (PVT) neurons are robustly activated by acute restraining stress. Elevated hippocampal activity during probabilistic fear memory expression increases spiking in the dmPFC somatostatin neurons which in turn suppresses spiking of dmPFC parvalbumin (PV) neurons, and reverts the usual low fear responses associated with probabilistic fear memory to high fear. This dynamic and reversible modulation allows the original memory to be preserved and modulated during memory expression. In contrast, elevated PVT activity during fear conditioning impairs synaptic modifications in the dmPFC PV-neurons and abolishes the formation of probabilistic fear memory. Thus, PVT functions as a stress sensor to modulate the formation and expression of aversive memory by tuning inhibitory functions in the prefrontal circuitry.",text 1
"As few as 5 unitary inputs produced large increases in firing irregularity. The firing rate was also reduced initially, but PV+ neurons exhibited a slow spike-frequency adaptation that partially restored the rate despite sustained inhibition. We conclude that the irregular firing pattern of GPe neurons in vivo is largely due to external environmental factors rather than the ongoing local inhibitory synaptic barrage produced by the spontaneous firing of other GPe neurons.","As few as 5 unitary inputs produced large increases in firing irregularity. The firing rate was also reduced initially, but PV+ neurons exhibited a slow spike-frequency adaptation that partially restored the rate despite sustained inhibition. We conclude that the irregular firing pattern of GPe neurons in vivo is largely due to the ongoing local inhibitory synaptic barrage produced by the spontaneous firing of other GPe neurons.",text 2
"When mice were chronically maintained on diets with specific fat contents and then later offered foods with new fat contents, we also found that serotonin receptor modulation reduced food intake toward foods with differing fat contents, indicating that GC serotonin receptor influences may depend on palatability of the food. Together, these results provide evidence for a specific cell population in the GC that may hold roles in both homeostatic and hedonic food intake.","When mice were chronically maintained on diets with specific fat contents and then later offered foods with new fat contents, we also found that GLP-1R agonism reduced food intake toward foods with differing fat contents, indicating that GC GLP-1R influences may depend on palatability of the food. Together, these results provide evidence for a specific cell population in the GC that may hold roles in both homeostatic and hedonic food intake.",text 2
"Participants' performance decreased in accuracy and speed with increasing cognitive demand. Pupil size increased with increasing difficulty for both the auditory and the visual task. In contrast, α power showed diverging neural dynamics: parietal α power decreased with increasing difficulty in the visual task, but not with increasing difficulty in the auditory task. Furthermore, independent of task difficulty, trial-by-trial fluctuations in pupil size were negatively correlated with temperature changes in the room, misleadingly suggesting an environmental influence on neural activity. Difficulty-induced changes in pupil size and α power, however, did not correlate, which is consistent with their different cognitive-demand sensitivities. Overall, the current study demonstrates that the dynamics of the neurophysiological indices of cognitive demand and associated effort are multifaceted and potentially modality-dependent under complex audiovisual-task conditions.","Participants' performance decreased in accuracy and speed with increasing cognitive demand. Pupil size increased with increasing difficulty for both the auditory and the visual task. In contrast, α power showed diverging neural dynamics: parietal α power decreased with increasing difficulty in the visual task, but not with increasing difficulty in the auditory task. Furthermore, independent of task difficulty, within-participant trial-by-trial fluctuations in pupil size were negatively correlated with α power. Difficulty-induced changes in pupil size and α power, however, did not correlate, which is consistent with their different cognitive-demand sensitivities. Overall, the current study demonstrates that the dynamics of the neurophysiological indices of cognitive demand and associated effort are multifaceted and potentially modality-dependent under complex audiovisual-task conditions.",text 2
Autistic children demonstrated attenuated automatic contour integration over lateral occipital regions relative to neurotypical controls. The data are discussed in terms of the role of peripheral attentional focus on perception of global stimulus features and the notion that weakened “priors” may play a role in the visual processing anomalies seen in autism.,Autistic children demonstrated attenuated automatic contour integration over lateral occipital regions relative to neurotypical controls. The data are discussed in terms of the role of predictive feedback processes on perception of global stimulus features and the notion that weakened “priors” may play a role in the visual processing anomalies seen in autism.,text 2
"Interestingly, the rescue in neuronal survival in zQ175:VGLUT3–/– mice is accompanied by a reduction in the number of nuclear mutant huntingtin (mHTT) aggregates due to changes in serotonin levels rather than VGLUT3 activity, with no change in the total aggregate levels or microgliosis. Collectively, these findings provide novel evidence that VGLUT3, despite its limited expression, can be a vital contributor to HD pathophysiology and a viable target for HD therapeutics.","Interestingly, the rescue in neuronal survival in zQ175:VGLUT3–/– mice is accompanied by a reduction in the number of nuclear mutant huntingtin (mHTT) aggregates with no change in the total aggregate levels or microgliosis. Collectively, these findings provide novel evidence that VGLUT3, despite its limited expression, can be a vital contributor to HD pathophysiology and a viable target for HD therapeutics.",text 2
Single-units showed enhanced selectivity for NSeqs over RSeqs after exposure to nutrient-rich diets rather than social experience. Our study uncovers the importance of predictive sequences and introduces mouse USVs as a promising model to study context-dependent speech like communications.,Single-units showed enhanced selectivity for NSeqs over RSeqs after the social experience. Our study uncovers the importance of predictive sequences and introduces mouse USVs as a promising model to study context-dependent speech like communications.,text 2
Our results reveal that these male mice have normal basal synaptic transmission but exhibit enhanced LTP and deficits in LTD. They also display deficits in short-term spatial memory and cognitive flexibility. These findings underscore the critical roles of GluA1 ubiquitination in bidirectional synaptic plasticity and cognition in male mice.,Our results reveal that these male mice have normal basal synaptic transmission but exhibit enhanced LTP and deficits in LTD. They also display deficits in short-term spatial memory and cognitive flexibility. These findings underscore the critical roles of calcium signaling in bidirectional synaptic plasticity and cognition in male mice.,text 1
"In both male and female animals, ELS induction impaired the behavioral detection of short gaps in sound, which are critical for speech perception. This was accompanied by reduced neural responses to gaps in auditory cortex, the auditory periphery, and auditory brainstem. ELS thus degrades the fidelity of sensory representations available to higher regions, and could contribute to well-known ELS-induced problems with cognition.","In both male and female animals, ELS induction impaired the behavioral detection of short gaps in sound, which are critical for speech perception. This was accompanied by reduced neural responses to gaps in visual cortex, the auditory periphery, and auditory brainstem. ELS thus degrades the fidelity of sensory representations available to higher regions, and could contribute to well-known ELS-induced problems with cognition.",text 1
"APP deficiency altered excitatory neurotransmission at medial perforant path synapses, which was accompanied by transcriptomic and ultrastructural changes. Moreover, presynaptic but not postsynaptic APP deletion through the local injection of Cre-expressing adeno-associated viruses in conditional APPflox/flox tissue cultures increased the neurotransmission efficacy at perforant path synapses. In summary, these data suggest a physiological role for presynaptic APP at medial perforant path synapses that may be adversely affected under altered APP processing conditions.","APP deficiency altered excitatory neurotransmission at medial perforant path synapses, which was accompanied by transcriptomic and ultrastructural changes. Moreover, presynaptic cholesterol depletion but not APP deletion through the local injection of Cre-expressing adeno-associated viruses in conditional APPflox/flox tissue cultures increased the neurotransmission efficacy at perforant path synapses. In summary, these data suggest a physiological role for presynaptic APP at medial perforant path synapses that may be adversely affected under altered APP processing conditions.",text 1
"Participants with hippocampal lesions displayed impaired patterns of choices in the experiential task but not in the hypothetical task. Specifically, hippocampal lesions were associated with decreased amplitude of the delay-reward trade-off, suggesting that the amygdala, rather than the hippocampus, plays a critical role in temporal discounting when the outcomes of decisions are experienced in the moment. These results help explain previous discrepancies across animal and human studies, indicating that the hippocampus plays a critical role in temporal discounting when the outcomes of decisions are experienced in the moment, but not necessarily when they are hypothetical.","Participants with hippocampal lesions displayed impaired patterns of choices in the experiential task but not in the hypothetical task. Specifically, hippocampal lesions were associated with decreased amplitude of the delay-reward trade-off, with persistent choice of the delayed option despite delay increase. These results help explain previous discrepancies across animal and human studies, indicating that the hippocampus plays a critical role in temporal discounting when the outcomes of decisions are experienced in the moment, but not necessarily when they are hypothetical.",text 2
"Our findings show that insula DYN deletion blocked escalated consumption and decreased the overall intake of and preference for alcohol in male and female mice. This effect was specific to alcohol in male mice, as DYN deletion did not impact sucrose intake. Further, insula KOR antagonism reduced alcohol intake and preference during the early phase of IA in male mice only. Alcohol consumption was not affected by insula KOR knockout in either sex. In addition, we found that nocturnal exposure decreased the intrinsic excitability of DYN and deep layer pyramidal neurons (DLPNs) in the insula of male mice. Excitatory synaptic transmission was also impacted by IA, as it drove an increase in excitatory synaptic drive in both DYN neurons and DLPNs. Combined, our findings suggest there is a dynamic interplay between excessive alcohol consumption and insula DYN/KOR microcircuitry.","Our findings show that insula DYN deletion blocked escalated consumption and decreased the overall intake of and preference for alcohol in male and female mice. This effect was specific to alcohol in male mice, as DYN deletion did not impact sucrose intake. Further, insula KOR antagonism reduced alcohol intake and preference during the early phase of IA in male mice only. Alcohol consumption was not affected by insula KOR knockout in either sex. In addition, we found that long-term IA decreased the intrinsic excitability of DYN and deep layer pyramidal neurons (DLPNs) in the insula of male mice. Excitatory synaptic transmission was also impacted by IA, as it drove an increase in excitatory synaptic drive in both DYN neurons and DLPNs. Combined, our findings suggest there is a dynamic interplay between excessive alcohol consumption and insula DYN/KOR microcircuitry.",text 2
"Participants learned more rapidly from positive than negative feedback and were less likely to change self-views for traits with more dependencies in the network. Further, participants back propagated feedback across network relations while retrieving prior feedback on the basis of network similarity to inform ongoing self-views. Activation in the amygdala reflected the constrained updating process such that positive feedback led to higher activation and negative feedback to less activation for traits with more dependencies. Additionally, vmPFC was associated with the novelty of a trait relative to previously self-evaluated traits in the network, and angular gyrus was associated with greater certainty for self-beliefs given the relevance of prior feedback. We propose that neural computations that selectively enhance or attenuate social feedback and retrieve past relevant experiences to guide ongoing self-evaluations may support an overall positive and coherent self-concept.","Participants learned more rapidly from positive than negative feedback and were less likely to change self-views for traits with more dependencies in the network. Further, participants back propagated feedback across network relations while retrieving prior feedback on the basis of network similarity to inform ongoing self-views. Activation in ventromedial prefrontal cortex (vmPFC) reflected the constrained updating process such that positive feedback led to higher activation and negative feedback to less activation for traits with more dependencies. Additionally, vmPFC was associated with the novelty of a trait relative to previously self-evaluated traits in the network, and angular gyrus was associated with greater certainty for self-beliefs given the relevance of prior feedback. We propose that neural computations that selectively enhance or attenuate social feedback and retrieve past relevant experiences to guide ongoing self-evaluations may support an overall positive and coherent self-concept.",text 2
"Activation of opioid receptors suppresses the firing and inhibitory synaptic transmission of PVT neurons in brain slices. On the other hand, the involvement of dopamine modulation is reduced after chronic morphine exposure, probably because of desensitization and internalization of dopamine receptors in the PVT. Overall, the opioid system is essential for the modulation of PVT activities.","Activation of opioid receptors suppresses the firing and inhibitory synaptic transmission of PVT neurons in brain slices. On the other hand, the involvement of opioid modulation is reduced after chronic morphine exposure, probably because of desensitization and internalization of opioid receptors in the PVT. Overall, the opioid system is essential for the modulation of PVT activities.",text 2
"Despite group similarities in the stop-signal response time (SSRT; the classic inhibitory control measure), compared with HCs, iHUDs exhibited impaired target detection sensitivity (proportion of hits in go vs false alarms in stop trials; p = 0.003). Additionally, iHUDs exhibited lower right anterior PFC (aPFC) and dorsolateral PFC (dlPFC) activity during successful versus failed stops (the hallmark inhibitory control contrast). Lower left dlPFC/supplementary motor area (SMA) activity was associated with slower SSRT specifically in iHUDs and lower left aPFC activity with worse target sensitivity across all participants (p < 0.05 corrected). Importantly, in iHUDs, lower left SMA and aPFC activity during inhibitory control was associated with shorter duration of addiction and higher severity of dependence, respectively (p < 0.05 corrected). Together, results revealed lower perceptual sensitivity and hypoactivations during inhibitory control in cognitive control regions (e.g., aPFC, dlPFC, SMA) as associated with task performance and heroin use severity measures in iHUDs. Such neurobehavioral inhibitory control deficits may contribute to self-control lapses in heroin addiction, constituting targets for prevention and intervention efforts to enhance recovery.","Despite group similarities in the stop-signal response time (SSRT; the classic inhibitory control measure), compared with HCs, iHUDs exhibited impaired target detection sensitivity (proportion of hits in go vs false alarms in stop trials; p = 0.003). Additionally, iHUDs exhibited lower right anterior PFC (aPFC) and dorsolateral PFC (dlPFC) activity during successful versus failed stops (the hallmark inhibitory control contrast). Lower left dlPFC/supplementary motor area (SMA) activity was associated with slower SSRT specifically in iHUDs and lower left aPFC activity with worse target sensitivity across all participants (p < 0.05 corrected). Importantly, in iHUDs, lower left SMA and aPFC activity during inhibitory control was associated with shorter time since last use and higher severity of dependence, respectively (p < 0.05 corrected). Together, results revealed lower perceptual sensitivity and hypoactivations during inhibitory control in cognitive control regions (e.g., aPFC, dlPFC, SMA) as associated with task performance and heroin use severity measures in iHUDs. Such neurobehavioral inhibitory control deficits may contribute to self-control lapses in heroin addiction, constituting targets for prevention and intervention efforts to enhance recovery.",text 2
"Those mice with severe postictal depression of the HCVR also exhibited transient postictal hypothermia. These results are consistent with the previous observation that seizures cause transient impairment of serotonergic neuron function, which would be expected to inhibit the many aspects of respiratory control dependent on 5-HT, including baseline ventilation and the HCVR. These results provide a scientific rationale to investigate the interictal and/or postictal HCVR as noninvasive biomarkers for those at high risk of seizure-induced death, and to prevent SUDEP by enhancing postictal 5-HT tone.","Those mice with severe postictal depression of the HCVR also exhibited transient postictal hypothermia. These results are consistent with the previous observation that seizures cause transient impairment of dopaminergic neuron function, which would be expected to inhibit the many aspects of respiratory control dependent on dopamine, including baseline ventilation and the HCVR. These results provide a scientific rationale to investigate the interictal and/or postictal HCVR as noninvasive biomarkers for those at high risk of seizure-induced death, and to prevent SUDEP by enhancing postictal dopamine tone.",text 1
"Furthermore, we demonstrate that irregular firing is frequently observed in VIP cells because of the interaction between strong adaptation and a slowly inactivating K+ channel. At last, we reveal that resonance with alpha/theta band input is primarily due to the influence of robust synaptic plasticity in VIP and α7 cells through a dynamic gain analysis.","Furthermore, we demonstrate that irregular firing is frequently observed in VIP cells because of the interaction between strong adaptation and a slowly inactivating K+ channel. At last, we reveal that the VIP and α7 cell models resonant with alpha/theta band input through a dynamic gain analysis.",text 2
