text 1,text 2,label
"Astrocytes are closely linked to depression, and the prefrontal cortex (PFC) is an important brain region involved in major depressive disorder (MDD). However, the underlying mechanism by which astrocytes within PFC contribute to MDD remains unclear. Using single-nucleus RNA sequencing analyses, we show a significant reduction in astrocytes and attenuated pleiotrophin-protein tyrosine phosphatase receptor type Z1 (PTN-PTPRZ1) signaling in astrocyte-to-excitatory neuron communication in the PFC of male MDD patients. We find reduced astrocytes and PTN in the dorsomedial PFC of male mice with depression induced by chronic restraint and social defeat stress. Knockdown of astrocytic PTN induces depression-related responses, which is reversed by exogenous PTN supplementation or overexpression of astrocytic PTN. The antidepressant effects exerted by astrocytic PTN require interaction with PTPRZ1 in excitatory neurons, and PTN-PTPRZ1 activates the AKT signaling pathway to regulate depression-related responses. Our findings indicate the PTN-PTPRZ1-AKT pathway may be a potential therapeutic target for MDD.","Astrocytes are closely linked to depression, and the prefrontal cortex (PFC) is an important brain region involved in major depressive disorder (MDD). However, the underlying mechanism by which astrocytes within PFC contribute to MDD remains unclear. Using single-nucleus RNA sequencing analyses, we show a significant reduction in astrocytes and attenuated pleiotrophin-protein tyrosine phosphatase receptor type Z1 (PTN-PTPRZ1) signaling in astrocyte-to-excitatory neuron communication in the PFC of male MDD patients. We find reduced astrocytes and PTN in the dorsomedial PFC of male mice with depression induced by chronic restraint and social defeat stress. Knockdown of astrocytic PTN induces depression-related responses, which is reversed by exogenous PTN supplementation or overexpression of astrocytic PTN. The antidepressant effects exerted by astrocytic PTN require interaction with PTPRZ1 in excitatory neurons, and PTN-PTPRZ1 inhibits the AKT signaling pathway to regulate depression-related responses. Our findings indicate the PTN-PTPRZ1-AKT pathway may be a potential therapeutic target for MDD.",text 1
"Decades of macaque research established the importance of prefrontal cortex for working memory. Surprisingly, recent human neuroimaging studies demonstrated that the contents of working memory can be decoded from primary visual cortex (V1). However the necessity of this mnemonic information remains unknown and contentious. Here we provide causal evidence that transcranial magnetic stimulation targeting human V1 disrupted the fidelity of visual working memory. Errors increased only for targets remembered in the portion of the visual field disrupted by stimulation. Moreover, concurrently measured electroencephalography confirmed that stimulation disrupted not only memory behavior, but neurophysiological signatures of working memory. These results change the question from whether visual cortex is necessary for working memory to what mechanisms it uses to suppress memory. Moreover, they point to models in which the mechanisms supporting working memory are distributed across brain regions, including sensory areas that here we show are critical for memory elimination.","Decades of macaque research established the importance of prefrontal cortex for working memory. Surprisingly, recent human neuroimaging studies demonstrated that the contents of working memory can be decoded from primary visual cortex (V1). However the necessity of this mnemonic information remains unknown and contentious. Here we provide causal evidence that transcranial magnetic stimulation targeting human V1 disrupted the fidelity of visual working memory. Errors increased only for targets remembered in the portion of the visual field disrupted by stimulation. Moreover, concurrently measured electroencephalography confirmed that stimulation disrupted not only memory behavior, but neurophysiological signatures of working memory. These results change the question from whether visual cortex is necessary for working memory to what mechanisms it uses to support memory. Moreover, they point to models in which the mechanisms supporting working memory are distributed across brain regions, including sensory areas that here we show are critical for memory storage.",text 2
"Outcomes can vary even when choices are repeated. Such ambiguity necessitates adjusting how much to learn from each outcome by tracking its variability. The medial prefrontal cortex (mPFC) has been reported to signal the expected outcome and its discrepancy from the actual outcome (prediction error), two variables essential for controlling the learning rate. However, the source of signals that shape these coding properties remains unknown. Here, we investigated the contribution of cholinergic projections from the basal forebrain because they carry precisely timed signals about outcomes. One-photon calcium imaging revealed that as mice learned different probabilities of threat occurrence on two paths, some mPFC cells responded to threats on one of the paths, while other cells gained responses to threat omission. These threat- and omission-evoked responses were scaled to the unexpectedness of outcomes, some exhibiting a reversal in response direction when encountering surprising threats as opposed to surprising omissions. This selectivity for signed prediction errors was enhanced by optogenetic stimulation of local cholinergic terminals during threats. The enhanced threat-evoked cholinergic signals also made mice erroneously abandon the correct choice after a single threat that violated expectations, thereby decoupling their path choice from the history of threat occurrence on each path. Thus, acetylcholine modulates the encoding of surprising outcomes in the mPFC to control how much they dictate future decisions.","Outcomes can vary even when choices are repeated. Such ambiguity necessitates adjusting how much to learn from each outcome by tracking its variability. The medial prefrontal cortex (mPFC) has been reported to signal the expected outcome and its discrepancy from the actual outcome (prediction error), two variables essential for controlling the learning rate. However, the source of signals that shape these coding properties remains unknown. Here, we investigated the contribution of cholinergic projections from the basal forebrain because they carry precisely timed signals about outcomes. One-photon calcium imaging revealed that as mice learned different probabilities of threat occurrence on two paths, some mPFC cells responded to threats on one of the paths, while other cells gained responses to threat omission. These threat- and omission-evoked responses were scaled to the unexpectedness of outcomes, some exhibiting a reversal in response direction when encountering surprising omissions as opposed to surprising threats. This selectivity for signed prediction errors was enhanced by optogenetic stimulation of local cholinergic terminals during threats. The enhanced threat-evoked cholinergic signals also made mice erroneously abandon the correct choice after a single threat that violated expectations, thereby decoupling their path choice from the history of threat occurrence on each path. Thus, acetylcholine modulates the encoding of surprising outcomes in the mPFC to control how much they dictate future decisions.",text 1
"Learning the causal structures of social environments involves predicting significant events (e.g., rewards) and detecting prediction errors for each agent. Whether the brain can simultaneously compute reward prediction errors for self (S-RPE) and others (O-RPE), and which neurons are responsible, is unclear. Here, we condition two monkeys with identical visual stimuli predicting different reward outcomes and find that dorsomedial prefrontal neurons represent both S-RPE and O-RPE simultaneously. Neuronal signatures of RPE are agent and sign specific, forming distinct populations for positive and negative S-RPE and O-RPE. A linear decoder trained on neurons encoding O-RPE, but not S-RPE, successfully discriminates RPE. Further investigation identifies coexisting actual reward and prediction confirmation signals for oneself. These results highlight the absence of neuronal mechanisms in the primate brain that update the value of environmental stimuli simultaneously for oneself and others, thereby preventing primates from comprehending the causal structure of the world from the perspective of others.","Learning the causal structures of social environments involves predicting significant events (e.g., rewards) and detecting prediction errors for each agent. Whether the brain can simultaneously compute reward prediction errors for self (S-RPE) and others (O-RPE), and which neurons are responsible, is unclear. Here, we condition two monkeys with identical visual stimuli predicting different reward outcomes and find that dorsomedial prefrontal neurons represent both S-RPE and O-RPE simultaneously. Neuronal signatures of RPE are agent and sign specific, forming distinct populations for positive and negative S-RPE and O-RPE. A linear decoder trained on neurons encoding O-RPE, but not S-RPE, successfully discriminates RPE. Further investigation identifies coexisting actual reward and prediction confirmation signals for others. These results highlight the presence of neuronal mechanisms in the primate brain that update the value of environmental stimuli simultaneously for oneself and others, enabling primates to comprehend the causal structure of the world from the perspective of others.",text 2
"The presence of psychosis in Alzheimer's disease (AD) is suggested to be associated with distinct molecular and neuropathological profiles in the brain. We assessed brain DNA methylation in AD donors with psychosis (AD+P) and without psychosis (AD-P) using the EPIC array. Weighted gene correlation network analysis identified modules of co-methylated genes in a discovery cohort (PITT-ADRC: N = 113 AD+P, N = 40 AD-P), with validation in an independent cohort (BDR: N = 79 AD+P, N = 117 AD-P), with Gene Ontology and cell-type enrichment analysis. Genetic data were integrated to identify methylation quantitative trait loci (mQTLs), which were co-localized with GWAS for related traits. We replicated one AD+P associated module, which was enriched for synaptic pathways and in excitatory and inhibitory neurons. mQTLs in this module co-localized with variants associated with schizophrenia and educational attainment. This represents the largest epigenetic study of AD+P to date, identifying pleiotropic relationships between AD+P and related traits. DNA methylation was assessed in the prefrontal cortex in subjects with AD+P and AD-P. WGCNA identified six modules of co-methylated loci associated with AD+P in a discovery cohort. One of the modules was replicated in an independent cohort. This module was enriched for synaptic genes and in excitatory and inhibitory neurons. mQTLs mapping to genes in the module co-localized with GWAS loci for schizophrenia and educational attainment.","The presence of psychosis in Alzheimer's disease (AD) is suggested to be associated with distinct molecular and neuropathological profiles in the brain. We assessed brain DNA methylation in AD donors with psychosis (AD+P) and without psychosis (AD-P) using the EPIC array. Weighted gene correlation network analysis identified modules of co-methylated genes in a discovery cohort (PITT-ADRC: N = 113 AD+P, N = 40 AD-P), with validation in an independent cohort (BDR: N = 79 AD+P, N = 117 AD-P), with Gene Ontology and cell-type enrichment analysis. Genetic data were integrated to identify methylation quantitative trait loci (mQTLs), which were co-localized with GWAS for related traits. DNA methylation was assessed in the prefrontal cortex in subjects with AD+P and AD-P. WGCNA identified six modules of co-methylated loci associated with AD+P in a discovery cohort. We replicated one AD+P associated module, which was enriched for synaptic pathways and in excitatory and inhibitory neurons. mQTLs in this module did not co-localize with variants associated with schizophrenia and educational attainment. This represents the largest epigenetic study of AD+P to date, identifying pleiotropic relationships between AD+P and related traits. One of the modules was replicated in an independent cohort. This module was enriched for synaptic genes and in excitatory and inhibitory neurons. mQTLs mapping to genes in the module co-localized with GWAS loci for schizophrenia and educational attainment.",text 1
"Fetal alcohol spectrum disorders (FASDs) are characterized by a range of physical, cognitive, and behavioral impairments. Determining how temporally specific alcohol exposure (AE) affects neural circuits is crucial to understanding the FASD phenotype. Third trimester AE can be modeled in rats by administering alcohol during the first two postnatal weeks, which damages the medial prefrontal cortex (mPFC) and hippocampus (HPC), structures whose functional interactions are required for working memory and executive function. Therefore, we hypothesized that AE during this period would impair working memory, disrupt choice behaviors, and alter mPFC-HPC oscillatory synchrony. To test this hypothesis, we recorded local field potentials from the mPFC and dorsal HPC as male and female AE and sham-intubated (SI) rats performed a spatial working memory task in adulthood and implemented algorithms to detect vicarious trial and errors (VTEs), behaviors associated with deliberative decision-making. We found that, compared with the SI group, the AE group performed fewer VTEs and demonstrated a disturbed relationship between VTEs and choice outcomes, while spatial working memory was impaired. This behavioral disruption was accompanied by alterations to mPFC and HPC oscillatory activity in the theta and beta bands, respectively, and a reduced prevalence of mPFC-HPC synchronous events. When trained on multiple behavioral variables, a machine learning algorithm could accurately predict whether rats were in the AE or SI group, thus characterizing a potential phenotype following third trimester AE. Together, these findings indicate that third trimester AE disrupts mPFC-HPC oscillatory interactions and choice behaviors.","Fetal alcohol spectrum disorders (FASDs) are characterized by a range of physical, cognitive, and behavioral impairments. Determining how temporally specific alcohol exposure (AE) affects neural circuits is crucial to understanding the FASD phenotype. Third trimester AE can be modeled in rats by administering alcohol during the first two postnatal weeks, which damages the medial prefrontal cortex (mPFC) and hippocampus (HPC), structures whose functional interactions are required for working memory and executive function. Therefore, we hypothesized that AE during this period would impair working memory, disrupt choice behaviors, and alter mPFC-HPC oscillatory synchrony. To test this hypothesis, we recorded local field potentials from the mPFC and dorsal HPC as male and female AE and sham-intubated (SI) rats performed a spatial working memory task in adulthood and implemented algorithms to detect vicarious trial and errors (VTEs), behaviors associated with deliberative decision-making. We found that, compared with the SI group, the AE group performed fewer VTEs and demonstrated a disturbed relationship between VTEs and choice outcomes, while spatial working memory was unimpaired. This behavioral disruption was accompanied by alterations to mPFC and HPC oscillatory activity in the theta and beta bands, respectively, and a reduced prevalence of mPFC-HPC synchronous events. When trained on multiple behavioral variables, a machine learning algorithm could accurately predict whether rats were in the AE or SI group, thus characterizing a potential phenotype following third trimester AE. Together, these findings indicate that third trimester AE disrupts mPFC-HPC oscillatory interactions and choice behaviors.",text 2
"Damage to the ventromedial prefrontal cortex (vmPFC) in humans disrupts planning abilities in naturalistic settings. However, it is unknown which components of planning are affected in these patients, including selecting the relevant information, simulating future states, or evaluating between these states. To address this question, we leveraged computational paradigms to investigate the role of vmPFC in planning, using the board game task ""Four-in-a-Row"" (18 lesion patients, 9 female; 30 healthy control participants, 16 female) and the simpler ""Two-Step"" task measuring model-based reasoning (49 lesion patients, 27 female; 20 healthy control participants, 13 female). Damage to vmPFC disrupted performance in Four-in-a-Row compared with both control lesion patients and healthy age-matched controls. We leveraged a computational framework to assess different component processes of planning in Four-in-a-Row and found that impairments following vmPFC damage resulted in deeper planning depth and a tendency to overlook game-relevant features. In the ""Two-Step"" task, which involves binary choices across a short future horizon, we found little evidence of planning in all groups and no behavioral differences between groups. Complex yet computationally tractable tasks such as ""Four-in-a-Row"" offer novel opportunities for characterizing neuropsychological planning impairments, which in vmPFC patients we find are associated with oversights and reduced planning depth.","Damage to the ventromedial prefrontal cortex (vmPFC) in humans disrupts planning abilities in naturalistic settings. However, it is unknown which components of planning are affected in these patients, including selecting the relevant information, simulating future states, or evaluating between these states. To address this question, we leveraged computational paradigms to investigate the role of vmPFC in planning, using the board game task ""Four-in-a-Row"" (18 lesion patients, 9 female; 30 healthy control participants, 16 female) and the simpler ""Two-Step"" task measuring model-based reasoning (49 lesion patients, 27 female; 20 healthy control participants, 13 female). Damage to vmPFC disrupted performance in Four-in-a-Row compared with both control lesion patients and healthy age-matched controls. We leveraged a computational framework to assess different component processes of planning in Four-in-a-Row and found that impairments following vmPFC damage included shallower planning depth and a tendency to overlook game-relevant features. In the ""Two-Step"" task, which involves binary choices across a short future horizon, we found little evidence of planning in all groups and no behavioral differences between groups. Complex yet computationally tractable tasks such as ""Four-in-a-Row"" offer novel opportunities for characterizing neuropsychological planning impairments, which in vmPFC patients we find are associated with oversights and reduced planning depth.",text 2
"Higher cortical areas carry a wide range of sensory, cognitive and motor signals mixed in heterogeneous responses of single neurons tuned to multiple task variables. Dimensionality reduction methods that rely on correlations between neural activity and task variables leave unknown how heterogeneous responses arise from connectivity to drive behavior. We develop the latent circuit model, a dimensionality reduction approach in which task variables interact via low-dimensional recurrent connectivity to produce behavioral output. We apply the latent circuit inference to recurrent neural networks trained to perform a context-dependent decision-making task and find a facilitation mechanism in which contextual representations enhance irrelevant sensory responses. We validate this mechanism by confirming the behavioral effects of patterned connectivity perturbations predicted by the latent circuit model. We find similar suppression of irrelevant sensory responses in the prefrontal cortex of monkeys performing the same task. We show that incorporating causal interactions among task variables is critical for identifying behaviorally relevant computations from neural response data.","Higher cortical areas carry a wide range of sensory, cognitive and motor signals mixed in heterogeneous responses of single neurons tuned to multiple task variables. Dimensionality reduction methods that rely on correlations between neural activity and task variables leave unknown how heterogeneous responses arise from connectivity to drive behavior. We develop the latent circuit model, a dimensionality reduction approach in which task variables interact via low-dimensional recurrent connectivity to produce behavioral output. We apply the latent circuit inference to recurrent neural networks trained to perform a context-dependent decision-making task and find a suppression mechanism in which contextual representations inhibit irrelevant sensory responses. We validate this mechanism by confirming the behavioral effects of patterned connectivity perturbations predicted by the latent circuit model. We find similar suppression of irrelevant sensory responses in the prefrontal cortex of monkeys performing the same task. We show that incorporating causal interactions among task variables is critical for identifying behaviorally relevant computations from neural response data.",text 2
"A sedentary lifestyle can lead to motor and cognitive deficits, increasing the risk of neurodegenerative diseases in ageing. Emerging hypotheses suggest that these functional alterations may be related to energy metabolism. Indeed, ATP produced by mitochondria is essential for muscle contraction, neurotransmission and brain plasticity processes. Although a sedentary lifestyle has been associated with mitochondrial alterations in skeletal muscle, the potential effects on brain structures have yet to be investigated. The present study aimed to determine whether early sensorimotor restriction (SMR) alters mitochondrial metabolism in rat muscles and brain structures. Enzyme activities of citrate synthase (CS) and respiratory chain complexes I, II and IV were measured using a spectrophotometric technique and mitochondrial respiration was assessed using high-resolution respirometry in two hind limb muscles [soleus and extensor digitorum longus (EDL)] and four brain structures (sensorimotor cortex, striatum, prefrontal cortex and hippocampus) in control rats and rats experiencing early SMR from birth to day 28. Mitochondrial enzyme activities decreased in the soleus (complexes I and II), in the EDL (complex I) and in the hippocampus (complexes I and IV) in an age-dependent manner, whereas no effect was observed in other brain structures. CS activity decreases in the soleus and increases transiently in the striatum and sensorimotor cortex at postnatal day 15. Mitochondrial respiration was reduced in the soleus and in the sensorimotor cortex (CI and CI+CII). Early SMR appears to induce quantitative and qualitative mitochondrial alterations in skeletal muscles and certain brain structures involved in cognitive and motor processes. KEY POINTS: Early sensorimotor restriction (SMR) alters mitochondrial enzyme activities and mitochondrial respiration in skeletal muscles and brain. Mitochondrial alterations induced by early SMR are age-dependent, structure-dependent and complex-dependent. Mitochondrial enzyme activities increase during development and the evolution pattern is specific to the different structures.","A sedentary lifestyle can lead to motor and cognitive deficits, increasing the risk of neurodegenerative diseases in ageing. Emerging hypotheses suggest that these functional alterations may be related to energy metabolism. Indeed, ATP produced by mitochondria is essential for muscle contraction, neurotransmission and brain plasticity processes. Although a sedentary lifestyle has been associated with mitochondrial alterations in skeletal muscle, the potential effects on brain structures have yet to be investigated. The present study aimed to determine whether early sensorimotor restriction (SMR) alters mitochondrial metabolism in rat muscles and brain structures. Enzyme activities of citrate synthase (CS) and respiratory chain complexes I, II and IV were measured using a spectrophotometric technique and mitochondrial respiration was assessed using high-resolution respirometry in two hind limb muscles [soleus and extensor digitorum longus (EDL)] and four brain structures (sensorimotor cortex, striatum, prefrontal cortex and hippocampus) in control rats and rats experiencing early SMR from birth to day 28. Mitochondrial enzyme activities decreased in the soleus (complexes I and II), in the EDL (complex I) and in the hippocampus (complexes I and IV) in an age-dependent manner, whereas no effect was observed in other brain structures. CS activity decreases in the soleus and increases transiently in the striatum and sensorimotor cortex at postnatal day 15. Mitochondrial respiration was increased in the soleus and in the sensorimotor cortex (CI and CI+CII). Early SMR appears to induce quantitative and qualitative mitochondrial alterations in skeletal muscles and certain brain structures involved in cognitive and motor processes.",text 1
"Opioids regulate circuits associated with motivation and reward across the brain. Of the opioid receptor types, delta opioid receptors (DORs) appear to have a unique role in regulating the activity of circuits related to reward without liability for abuse. In neocortex, DORs are expressed primarily in interneurons, including parvalbumin- and somatostatin-expressing interneurons that inhibit somatic and dendritic compartments of excitatory pyramidal cells, respectively. But how DORs regulate transmission from these key interneuron classes is unclear. We found that DORs regulate inhibition from these interneuron classes using different G-protein signaling pathways that both converge on presynaptic calcium channels but regulate distinct aspects of calcium channel function. This imposes different temporal filtering effects, via short-term plasticity, that depend on how calcium channels are regulated. Thus, DORs engage differential signaling cascades to regulate inhibition depending on the postsynaptic target compartment, with different effects on synaptic information transfer in somatic and dendritic domains.","Opioids regulate circuits associated with motivation and reward across the brain. Of the opioid receptor types, delta opioid receptors (DORs) appear to have a unique role in regulating the activity of circuits related to reward without liability for abuse. In neocortex, DORs are expressed primarily in interneurons, including parvalbumin- and somatostatin-expressing interneurons that inhibit somatic and dendritic compartments of excitatory pyramidal cells, respectively. But how DORs regulate transmission from these key interneuron classes is unclear. We found that DORs regulate inhibition from these interneuron classes using different G-protein signaling pathways that both converge on presynaptic calcium channels but regulate distinct aspects of calcium channel function. This imposes different temporal filtering effects, via short-term plasticity, that depend on how calcium channels are regulated. Consequently, DORs engage differential signaling cascades to enhance inhibition regardless of the postsynaptic target compartment, resulting in similar effects on synaptic information transfer in somatic and dendritic domains.",text 1
"Goal-directed reaches give rise to dynamic neural activity across the brain as we move our eyes and arms and process outcomes. High spatiotemporal resolution mapping of multiple cortical areas will improve our understanding of how these neural computations are spatially and temporally distributed across the brain. In this study, we used micro-electrocorticography (µECoG) recordings in two male monkeys performing visually guided reaches to map information related to eye movements, arm movements, and receiving rewards over primary motor cortex, premotor cortex, frontal eye field, and dorsolateral prefrontal cortex. Time-frequency and decoding analyses revealed that eye and arm movement information shifts across brain regions during a reach, likely reflecting shifts from planning to execution. Although eye and arm movement temporally overlapped, phase clustering analyses enabled us to resolve differences in eye and arm information across brain regions. This analysis revealed that eye and arm information spatially overlapped in motor cortex, which we further confirmed by demonstrating that arm movement decoding performance from motor cortex activity was unaffected by task-irrelevant eye movements. Phase clustering analyses also identified reward-related activity in the prefrontal and premotor cortex. Our results demonstrate µECoG's strengths for functional mapping and provide further detail on the spatial distribution of eye, arm, and reward information processing distributed across frontal cortices during reaching. These insights advance our understanding of the overlapping neural computations underlying coordinated movements and reveal opportunities to leverage these signals to enhance future brain-computer interfaces.","Goal-directed reaches give rise to dynamic neural activity across the brain as we move our eyes and arms and process outcomes. High spatiotemporal resolution mapping of multiple cortical areas will improve our understanding of how these neural computations are spatially and temporally distributed across the brain. In this study, we used micro-electrocorticography (µECoG) recordings in two male monkeys performing visually guided reaches to map information related to eye movements, arm movements, and receiving rewards over primary motor cortex, premotor cortex, frontal eye field, and dorsolateral prefrontal cortex. Time-frequency and decoding analyses revealed that eye and arm movement information shifts across brain regions during a reach, likely reflecting shifts from planning to execution. Although eye and arm movement temporally overlapped, phase clustering analyses enabled us to resolve differences in eye and arm information across brain regions. This analysis revealed that eye and arm information spatially overlapped in motor cortex, which we further confirmed by demonstrating that arm movement decoding performance from motor cortex activity was impacted by task-irrelevant eye movements. Phase clustering analyses also identified reward-related activity in the prefrontal and premotor cortex. Our results demonstrate µECoG's strengths for functional mapping and provide further detail on the spatial distribution of eye, arm, and reward information processing distributed across frontal cortices during reaching. These insights advance our understanding of the overlapping neural computations underlying coordinated movements and reveal opportunities to leverage these signals to enhance future brain-computer interfaces.",text 2
"A key response to acute stress is the increased brain synthesis of the neurosteroid allopregnanolone (AP). Although the rate-limiting step of this reaction is catalyzed by 5α-reductase (5αR), the role of its two primary isoenzymes, 5αR1 and 5αR2, in stress reactivity remains unclear. Here, we found that acute stress led to increased levels of 5αR2, but not 5αR1, in the medial prefrontal cortex (mPFC) of male, but not female, rats. Down-regulation of 5αR2 in the mPFC significantly reduced stress response in males, and similar sexual dimorphic effects were observed in a novel line of 5αR2 knockout rats. Notably, 5αR1 regulated baseline AP synthesis, whereas 5αR2 enabled AP production under stress. Acute AP administration restored stress response in 5αR2 knockdown rats. Single-nucleus transcriptomics showed that 5αR2 enabled stress-induced protein translation in neurons and glia. These results highlight the crucial role of 5αR2 in mediating sex-specific differences in acute stress reactivity.","A key response to acute stress is the increased brain synthesis of the neurosteroid allopregnanolone (AP). Although the rate-limiting step of this reaction is catalyzed by 5α-reductase (5αR), the role of its two primary isoenzymes, 5αR1 and 5αR2, in stress reactivity remains unclear. Here, we found that acute stress led to increased levels of 5αR2, but not 5αR1, in the medial prefrontal cortex (mPFC) of male, but not female, rats. Down-regulation of 5αR2 in the mPFC significantly reduced stress response in males, and similar sexual dimorphic effects were observed in a novel line of 5αR2 knockout rats. Single-nucleus transcriptomics showed that 5αR2 enabled stress-induced protein translation in neurons and glia. Notably, 5αR1 regulated baseline AP synthesis, whereas 5αR2 decreased AP production under stress. Acute AP administration restored stress response in 5αR2 knockdown rats. These results highlight the crucial role of 5αR2 in mediating sex-specific differences in acute stress reactivity.",text 1
"The prefrontal cortex (PFC) plays a key role in high-level cognitive functions and emotional behaviors, and PFC alterations correlate with different brain disorders including major depression and anxiety. In mice, the first two postnatal weeks represent a critical period of high sensitivity to environmental changes. In this temporal window, serotonin (5-HT) levels regulate the wiring of PFC cortical neurons. Early-life insults and postnatal exposure to the selective serotonin reuptake inhibitor fluoxetine (FLX) affect PFC development leading to depressive and anxiety-like phenotypes in adult mice. However, the mechanisms responsible for these dysfunctions remain obscure. We found that early postnatal FLX exposure (PNFLX) results in reduced overall firing and high-frequency bursting of putative pyramidal neurons (PNs) of deep layers of the medial PFC of adult mice of both sexes in vivo. Ex vivo, patch-clamp recordings revealed that PNFLX abolished high-frequency firing in a distinct subpopulation of deep-layer mPFC PNs, which transiently express the serotonin transporter SERT during the first 2 postnatal weeks. SERT+ and SERT- PNs exhibit distinct morphofunctional properties. Genetic deletion of 5-HT7Rs and pharmacological 5-HT7R blockade exacerbated both the PNFLX-induced reduction of PN firing in vivo and the altered firing of SERT+ PNs in vitro. This indicates a pivotal role of this 5-HTR subtype in mediating 5-HT-dependent maturation of PFC circuits that are susceptible to early-life insults. Overall, our results suggest potential novel neurobiological mechanisms, underlying detrimental neurodevelopmental consequences induced by early-life alterations of 5-HT levels.","The prefrontal cortex (PFC) plays a key role in high-level cognitive functions and emotional behaviors, and PFC alterations correlate with different brain disorders including major depression and anxiety. In mice, the first two postnatal weeks represent a critical period of high sensitivity to environmental changes. In this temporal window, serotonin (5-HT) levels regulate the wiring of PFC cortical neurons. Early-life insults and postnatal exposure to the selective serotonin reuptake inhibitor fluoxetine (FLX) affect PFC development leading to depressive and anxiety-like phenotypes in adult mice. However, the mechanisms responsible for these dysfunctions remain obscure. We found that early postnatal FLX exposure (PNFLX) results in reduced overall firing and high-frequency bursting of putative pyramidal neurons (PNs) of deep layers of the medial PFC of adult mice of both sexes in vivo. Ex vivo, patch-clamp recordings revealed that PNFLX abolished high-frequency firing in a distinct subpopulation of deep-layer mPFC PNs, which transiently express the serotonin transporter SERT during the first 2 postnatal weeks. SERT+ and SERT- PNs exhibit distinct morphofunctional properties. Genetic deletion of 5-HT7Rs and pharmacological 5-HT7R blockade partially rescued both the PNFLX-induced reduction of PN firing in vivo and the altered firing of SERT+ PNs in vitro. This indicates a pivotal role of this 5-HTR subtype in mediating 5-HT-dependent maturation of PFC circuits that are susceptible to early-life insults. Overall, our results suggest potential novel neurobiological mechanisms, underlying detrimental neurodevelopmental consequences induced by early-life alterations of 5-HT levels.",text 2
"The dorso-lateral prefrontal cortex (dlPFC) contributes to flexible, goal-directed behaviors. However, a coherent picture of dlPFC function is lacking, as its activity is often studied only in relation to a few events within a fully learned behavioral task. Here we obtain a comprehensive description of dlPFC activity across different task epochs, saccade types, tasks, and learning stages. We consistently observe the weakest modulation of neural activity in relation to a retrospective representation of the most recent saccade. Prospective, planning-like activity is limited to task-related, delayed saccades directly eligible for a reward. The link between prospective and retrospective representations is highly structured, potentially reflecting a hard-wired feature of saccade responses. Only prospective representations are modulated by the recent behavioral history, but neither representation is modulated by day-to-day behavioral improvements. The dlPFC thus combines tightly linked flexible and rigid representations with a dominant contribution from retrospective signals maintaining the memory of past actions.","The dorso-lateral prefrontal cortex (dlPFC) contributes to flexible, goal-directed behaviors. However, a coherent picture of dlPFC function is lacking, as its activity is often studied only in relation to a few events within a fully learned behavioral task. Here we obtain a comprehensive description of dlPFC activity across different task epochs, saccade types, tasks, and learning stages. We consistently observe the strongest modulation of neural activity in relation to a retrospective representation of the most recent saccade. Prospective, planning-like activity is limited to task-related, delayed saccades directly eligible for a reward. The link between prospective and retrospective representations is highly structured, potentially reflecting a hard-wired feature of saccade responses. Only prospective representations are modulated by the recent behavioral history, but neither representation is modulated by day-to-day behavioral improvements. The dlPFC thus combines tightly linked flexible and rigid representations with a dominant contribution from retrospective signals maintaining the memory of past actions.",text 2
